Genus	year	Date submitted	Case_Reference	Case_number	Collection_(clean)	Plate	Remarks	Patient / Shed Number	Species type	Specimen	Info/Nota	Amp 25-d	Amc 30-d	CL 100-d	Eft 30-d	Enr 5-d	Te 30-d	SF 300-d	W 5-d	Cn10-d	Ery 5-d	Tic 75-d	Ak 30-d
Escherichia	2012	20/9/12	CM2012-0552 E coli Box 8 Tube 21	CM2012-0552	E. coli Box 08 Tube 21	E308	Typical	282688	Canine	mammary	Swab and slides from mammary gland	S	S	S	.	S	R	R	R	.	.	.	.
Escherichia	2012	1/10/12	CM2012-0577 E coli Box 8 Tube 22	CM2012-0577	E. coli Box 08 Tube 22	E309	Typical	250760	Canine	urinary	Free catch urine	S	S	S	.	S	S	R	S	.	.	.	.
Escherichia	2012	8/10/12	CM2012-0587 E coli Box 8 Tube 23	CM2012-0587	E. coli Box 08 Tube 23	E310	Typical	282966	Equine	cardiovascular	Blood culture	S	.	.	S	S	S	R	S	S	.	S	S
Escherichia	2012	8/10/12	CM2012-0587 E coli Box 8 Tube 24	CM2012-0587	E. coli Box 08 Tube 24	E311	NOT FOUND	282966	Equine	cardiovascular	Blood culture	.	.	.	.	.	.	.	.	.	.	.	.
Escherichia	2012	31/10/12	CM2012-0659 E coli Box 8 Tube 24	CM2012-0659	E. coli Box 08 Tube 24	E312	Typical	283436	Canine	systemic or large cavities	Abdominal fluid swab	S	S	S	.	S	S	R	S	.	.	.	.
Escherichia	2012	8/10/12	CM2012-0588 E coli Box 8 Tube 25	CM2012-0588	E. coli Box 08 Tube 25	E313	Typical	260734	Canine	systemic or large cavities	Peritoeal fluid.	R	R	R	.	S	S	R	S	.	.	.	.
Escherichia	2012	15/10/12	CM2012-0601 E coli Box 8 Tube 26	CM2012-0601	E. coli Box 08 Tube 26	E314	Typical	283076	Caprine	systemic or large cavities	Lung and Intestine swab	S	.	.	S	S	S	S	S	S	.	.	.
Escherichia	2012	18/10/12	CM2012-0617 E coli Box 8 Tube 27	CM2012-0617	E. coli Box 08 Tube 27	E315	Typical	260075	Canine	reproductive	Vaginal swab and cystocentesis..	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2012	22/10/12	CM2012-0633 E coli Box 8 Tube 28	CM2012-0633	E. coli Box 08 Tube 28	E316	Typical	65049	Canine	urinary	Swab from prostatic abscess	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2012	23/10/12	CM2012-0636 E coli Box 8 Tube 29	CM2012-0636	E. coli Box 08 Tube 29	E317	Typical	283162	Canine	reproductive	Uterine swab snd uterine wall tissue	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2012	26/10/12	CM2012-0649 E coli Box 8 Tube 30	CM2012-0649	E. coli Box 08 Tube 30	E318	Typical	283093	Equine	skin and subcutis	Incisional infection	R	.	.	S	S	R	R	R	R	.	R	.
Escherichia	2012	1/11/12	CM2012-0664 E coli Box 8 Tube 31	CM2012-0664	E. coli Box 08 Tube 31	E319	Typical	283204	Feline	systemic or large cavities	Abdominal swab and peritoneal fluid.	R	R	S	.	S	R	S	S	S	R	.	S
Escherichia	2012	2/11/12	CM2012-0666 E coli Box 8 Tube 32	CM2012-0666	E. coli Box 08 Tube 32	E320	Typical	283204	Feline	systemic or large cavities	Abdominal swab and peritoneal fluid	R	R	S	.	S	R	S	S	.	.	.	.
Escherichia	2012	12/11/12	CM2012-0691 E coli Box 8 Tube 33	CM2012-0691	E. coli Box 08 Tube 33	E321	Typical	281933	Canine	ear	L+R Ear swabs	S	S	S	.	S	R	S	S	S	.	S	S
Escherichia	2012	12/11/12	CM2012-0693 E coli Box 8 Tube 34	CM2012-0693	E. coli Box 08 Tube 34	E322	Typical	283736	Equine	cardiovascular	Blood culture	S	.	.	S	S	R	R	R	S	.	S	.
Escherichia	2012	19/11/12	CM2012-0718 E coli Box 8 Tube 35	CM2012-0718	E. coli Box 08 Tube 35	E323	Typical	283513	Equine	skin and subcutis	Incisional swab	S	.	.	S	S	S	R	S	S	.	S	.
Escherichia	2012	12/12/12	CM2012-0785 E coli Box 8 Tube 38	CM2012-0785	E. coli Box 08 Tube 38	E324	Typical	263473	Canine	urinary	Cystocentesis.	S	S	S	.	S	S	R	S	.	.	.	.
Escherichia	2012	14/12/12	CM2012-0791 E coli Box 8 Tube 39	CM2012-0791	E. coli Box 08 Tube 39	E325	Typical	271532	Canine	cardiovascular	"Peritoneal fluid, messenteric LN abscess aspirate"	R	R	R	R	S	R	R	S	S	.	R	.
Escherichia	2013	4/1/13	CM2013-0001 E coli Box 8 Tube 41	CM2013-0001	E. coli Box 08 Tube 41	E326	Typical	284821	Equine	cardiovascular	Blood culture	S	.	.	S	S	S	R	S	S	.	S	.
Escherichia	2013	14/1/13	CM2013-0030 E coli Box 8 Tube 43	CM2013-0030	E. coli Box 08 Tube 43	E327	Typical	281328	Canine	urinary	Urine	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2013	25/1/13	CM2013-0062 E coli Box 8 Tube 44	CM2013-0062	E. coli Box 08 Tube 44	E328	Non Lactose Fermenter	263153	Canine	urinary	Urine	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2013	25/1/13	CM2013-0063 E coli Box 8 Tube 45	CM2013-0063	E. coli Box 08 Tube 45	E329	Typical	260657	Canine	urinary	Urine	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2013	25/1/13	CM2013-0064 E coli Box 8 Tube 46	CM2013-0064	E. coli Box 08 Tube 46	E330	Typical	285250	Canine	digestive	Bile	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2013	31/1/13	CM2013-0082 E coli Box 8 Tube 47	CM2013-0082	E. coli Box 08 Tube 47	E331	Typical	285414	Canine	skin and subcutis	Retromandibular abscess swab	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2013	4/2/13	CM2013-0085 E coli Box 8 Tube 48	CM2013-0085	E. coli Box 08 Tube 48	E332	Typical	285111	Equine	skin and subcutis	Abscess fluid	S	.	.	S	S	S	S	S	S	.	S	.
Escherichia	2013	5/2/13	CM2013-0089 E coli Box 8 Tube 49	CM2013-0089	E. coli Box 08 Tube 49	E333	Typical	274798	Feline	urinary	Cystocentesis.	R	R	S	S	S	S	S	S	S	.	R	S
Escherichia	2013	6/2/13	CM2013-0099 E coli Box 8 Tube 50	CM2013-0099	E. coli Box 08 Tube 50	E334	Typical	NA	Exotic/other	Other	"ETEC Strains

Toxin gene references"	.	.	.	.	.	.	.	.	.	.	.	.
Escherichia	2013	6/2/13	CM2013-0099 E coli Box 8 Tube 51	CM2013-0099	E. coli Box 08 Tube 51	E335	Typical	NA	Exotic/other	Other	"ETEC Strains

Toxin gene references"	.	.	.	.	.	.	.	.	.	.	.	.
Escherichia	2013	6/2/13	CM2013-0099 E coli Box 8 Tube 52	CM2013-0099	E. coli Box 08 Tube 52	E336	Typical	NA	Exotic/other	Other	"ETEC Strains

Toxin gene references"	.	.	.	.	.	.	.	.	.	.	.	.
Escherichia	2013	6/2/13	CM2013-0099 E coli Box 8 Tube 53	CM2013-0099	E. coli Box 08 Tube 53	E337	Typical	NA	Exotic/other	Other	"ETEC Strains

Toxin gene references"	.	.	.	.	.	.	.	.	.	.	.	.
Escherichia	2013	6/2/13	CM2013-0099 E coli Box 8 Tube 54	CM2013-0099	E. coli Box 08 Tube 54	E338	Typical	NA	Exotic/other	Other	"ETEC Strains

Toxin gene references"	.	.	.	.	.	.	.	.	.	.	.	.
Escherichia	2013	7/2/13	CM2013-0101 E coli Box 8 Tube 55	CM2013-0101	E. coli Box 08 Tube 55	E339	Typical	284708	Canine	urinary	Cystocentesis.	R	R	S	.	S	R	S	S	.	.	.	.
Escherichia	2013	12/2/13	CM2013-0116 E coli Box 8 Tube 56	CM2013-0116	E. coli Box 08 Tube 56	E340	Typical	283444	Canine	urinary	Vulvar fold swab	R	S	S	.	S	S	R	R	S	.	R	S
Escherichia	2013	4/3/13	CM2013-0171 E coli Box 8 Tube 57	CM2013-0171	E. coli Box 08 Tube 57	E341	Typical	285845	Equine	skin and subcutis	Swab from discharging incision	R	.	.	S	R	R	R	R	R	.	R	.
Escherichia	2013	18/2/13	CM2013-0136 E coli Box 8 Tube 58	CM2013-0136	E. coli Box 08 Tube 58	E342	Contaminated ?	285063	Feline	urinary	0.5 ml urine	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2013	22/2/13	CM2013-0145 E coli Box 8 Tube 59	CM2013-0145	E. coli Box 08 Tube 59	E343	Typical	260657	Canine	urinary	"Urine, sediment"	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2013	24/2/13	CM2013-0148 E coli Box 8 Tube 60	CM2013-0148	E. coli Box 08 Tube 60	E344	Typical	77752	Feline	urinary	Urine	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2013	7/3/13	CM2013-0188 E coli Box 8 Tube 63	CM2013-0188	E. coli Box 08 Tube 63	E345	Typical	265294	Feline	urinary	Urine	S	S	S	.	S	S	R	S	.	.	.	.
Escherichia	2013	13/3/13	CM2013-0198 E coli Box 8 Tube 65	CM2013-0198	E. coli Box 08 Tube 65	E346	Typical	286146	Canine	urinary	Urine	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2013	13/3/13	CM2013-0199 E coli Box 8 Tube 66	CM2013-0199	E. coli Box 08 Tube 66	E347	Typical	276218	Canine	urinary	Urine	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2013	14/3/13	CM2013-0202 E coli Box 8 Tube 67	CM2013-0202	E. coli Box 08 Tube 67	E348	Typical	286236	Feline	urinary	Urine	R	R	S	.	S	R	R	R	.	.	.	.
Escherichia	2013	15/3/13	CM2013-0205 E coli Box 8 Tube 68	CM2013-0205	E. coli Box 08 Tube 68	E349	Typical	260657	Canine	urinary	Urine	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2013	15/3/13	CM2013-0206 E coli Box 8 Tube 69	CM2013-0206	E. coli Box 08 Tube 69	E350	Typical	273111	Feline	urinary	Cystocentesis.	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2013	18/3/13	CM2013-0212 E coli Box 8 Tube 70	CM2013-0212	E. coli Box 08 Tube 70	E351	Typical	286374	Exotic/other	respiratory	Lung	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2013	22/3/13	CM2013-0222 E coli Box 8 Tube 71	CM2013-0222	E. coli Box 08 Tube 71	E352	Typical	284708	Canine	urinary	Cystocentesis.	R	R	S	.	S	S	S	S	.	.	.	.
Escherichia	2013	22/3/13	CM2013-0225 E coli Box 8 Tube 72	CM2013-0225	E. coli Box 08 Tube 72	E353	Typical	286310	Equine	reproductive	Prepuce swab	.	R	S	S	S	S	S	S	S	.	R	.
Escherichia	2013	25/3/13	CM2013-0237 E coli Box 8 Tube 73	CM2013-0237	E. coli Box 08 Tube 73	E354	Typical	286401	Equine	skin and subcutis	Incisional swab	R	S	S	S	R	R	R	R	R	.	R	S
Escherichia	2013	3/4/13	CM2013-0261 E coli Box 8 Tube 75	CM2013-0261	E. coli Box 08 Tube 75	E355	Typical	286686	Bovine	musculo-skeletal	Swab and tissue from knee.	S	.	.	S	S	S	S	S	S	.	S	.
Escherichia	2013	4/4/13	CM2013-0269 E coli Box 8 Tube 76	CM2013-0269	E. coli Box 08 Tube 76	E356	Typical	260657	Canine	urinary	Free catch urine	R	R	R	.	R	S	S	S	S	.	R	S
Escherichia	2013	12/4/13	CM2013-0302 E coli Box 8 Tube 78	CM2013-0302	E. coli Box 08 Tube 78	E357	Typical	227815	Feline	urinary	Urine	R	R	S	.	S	R	R	S	.	.	.	.
Escherichia	2013	26/4/13	CM2013-0330 E coli Box 8 Tube 79	CM2013-0330	E. coli Box 08 Tube 79	E358	Typical	273111	Feline	urinary	Cystocentesis.	S	S	S	.	S	S	R	S	.	.	.	.
Escherichia	2013	26/4/13	CM2013-0335 E coli Box 8 Tube 80	CM2013-0335	E. coli Box 08 Tube 80	E359	Typical	260657	Canine	urinary	Free catch urine.	S	S	S	.	S	S	R	S	.	.	.	.
Escherichia	2013	6/5/13	CM2013-0358 E coli Box 8 Tube 81	CM2013-0358	E. coli Box 08 Tube 81	E360	Typical	287223	Canine	urinary	Cystocentesis.	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2013	7/5/13	CM2013-0363 E coli Box 9 Tube 1	CM2013-0363	E. coli Box 09 Tube 1	E361	Typical	276845	Equine	systemic or large cavities	Peritoneal fluid swab	R	R	.	S	R	R	R	R	R	.	R	S
Escherichia	2013	10/5/13	CM2013-0372 E coli Box 9 Tube 3	CM2013-0372	E. coli Box 09 Tube 3	E362	Typical	137221	Feline	urinary	Urine	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2013	20/5/13	CM2013-0397 E coli Box 9 Tube 4	CM2013-0397	E. coli Box 09 Tube 4	E363	Typical	227815	Feline	urinary	Urine	R	R	S	.	S	R	R	S	.	.	.	.
Escherichia	2013	20/5/13	CM2013-0398 E coli Box 9 Tube 5	CM2013-0398	E. coli Box 09 Tube 5	E364	Typical	268123	Canine	urinary	Cystocentesis.	R	R	R	.	S	S	S	S	.	.	.	.
Escherichia	2013	20/5/13	CM2013-0399 E coli Box 9 Tube 6	CM2013-0399	E. coli Box 09 Tube 6	E365	Typical	243147	Canine	urinary	Urine	R	R	S	.	S	R	S	S	.	.	.	.
Escherichia	2013	27/5/13	CM2013-0421 E coli Box 9 Tube 9	CM2013-0421	E. coli Box 09 Tube 9	E366	Typical	287703	Canine	ear	Swabs from L + R ear	S	S	S	.	S	S	S	S	S	.	S	S
Escherichia	2013	31/5/13	CM2013-0436 E coli Box 9 Tube 11	CM2013-0436	E. coli Box 09 Tube 11	E367	Typical	139064	Canine	urinary	Cystocentesis.	R	R	S	.	S	S	R	S	.	.	.	.
Escherichia	2013	5/6/13	CM2013-0451 E coli Box 9 Tube 12	CM2013-0451	E. coli Box 09 Tube 12	E368	Typical	226454	Canine	digestive	Faeces - highly mucoid/purulent.	R	R	S	.	R	R	S	R	.	.	.	.
Escherichia	2013	11/6/13	CM2013-0459 E coli Box 9 Tube 13	CM2013-0459	E. coli Box 09 Tube 13	E369	Typical	NA	Canine	urinary	E. coli from referring lab for storage. Suspect ESBL	R	S	R	.	S	S	R	R	.	.	.	.
Escherichia	2013	24/6/13	CM2013-0497 E coli Box 9 Tube 18	CM2013-0497	E. coli Box 09 Tube 18	E370	Non Lactose Fermenter	263153	Canine	urinary	Urine	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2013	20/6/13	CM2013-0492 E coli Box 9 Tube 19	CM2013-0492	E. coli Box 09 Tube 19	E371	Typical	227815	Feline	urinary	Urine	R	R	S	.	S	R	R	S	.	.	.	.
Escherichia	2013	1/7/13	CM2013-0504 E coli Box 9 Tube 20	CM2013-0504	E. coli Box 09 Tube 20	E372	Typical	288192	Equine	skin and subcutis	Swab from incision	S	.	.	S	S	S	S	S	S	.	S	.
Escherichia	2013	1/7/13	CM2013-0505 E coli Box 9 Tube 21	CM2013-0505	E. coli Box 09 Tube 21	E373	Typical	288282	Feline	urinary	Cystocentesis.	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2013	11/7/13	CM2013-0536 E coli Box 9 Tube 22	CM2013-0536	E. coli Box 09 Tube 22	E374	Typical	288500	Canine	urinary	Cystocentesis.	R	R	S	.	S	S	R	R	.	.	.	.
Escherichia	2013	15/7/13	CM2013-0547 E coli Box 9 Tube 23	CM2013-0547	E. coli Box 09 Tube 23	E375	Typical	288537	Equine	systemic or large cavities	Peritoneal fluid in culture bottle	R	.	.	S	S	R	R	R	R	.	.	.
Escherichia	2013	19/7/13	CM2013-0568 E coli Box 9 Tube 26	CM2013-0568	E. coli Box 09 Tube 26	E376	Non Lactose Fermenter	286933	Canine	urinary	Urine	R	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2013	22/7/13	CM2013-0578 E coli Box 9 Tube 27	CM2013-0578	E. coli Box 09 Tube 27	E377	Typical	713-13	Bovine	ocular	Exudate from anterior eye chamber.	R	R	S	.	S	R	S	R	.	.	.	.
Escherichia	2013	23/7/13	CM2013-0582 E coli Box 9 Tube 28	CM2013-0582	E. coli Box 09 Tube 28	E378	Typical	288379	Canine	skin and subcutis	wound swab	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2013	25/7/13	CM2013-0587 E coli Box 9 Tube 29	CM2013-0587	E. coli Box 09 Tube 29	E379	Typical	265294	Feline	urinary	Cystocentesis.	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2013	25/7/13	CM2013-0590 E coli Box 9 Tube 32	CM2013-0590	E. coli Box 09 Tube 32	E380	Typical	288500	Canine	urinary	Urine	R	S	S	.	S	S	R	R	.	.	.	.
Escherichia	2013	29/7/13	CM2013-0598 E coli Box 9 Tube 33	CM2013-0598	E. coli Box 09 Tube 33	E381	Typical	270532	Canine	urinary	Cystocentesis.	R	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2013	29/7/13	CM2013-0599 E coli Box 9 Tube 34	CM2013-0599	E. coli Box 09 Tube 34	E382	Typical	270532	Canine	systemic or large cavities	Retroperitoneal fluid	R	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2013	30/7/13	CM2013-0601 E coli Box 9 Tube 35	CM2013-0601	E. coli Box 09 Tube 35	E383	Typical	288644	Feline	digestive	Bile	R	S	S	.	S	R	S	S	.	.	.	.
Escherichia	2013	7/8/13	CM2013-0630 E coli Box 9 Tube 38	CM2013-0630	E. coli Box 09 Tube 38	E384	Typical	NA	Exotic/other	digestive	Reference Strains	.	.	.	.	.	.	.	.	.	.	.	.
Escherichia	2013	2/9/13	CM2013-0662 E coli Box 9 Tube 39	CM2013-0662	E. coli Box 09 Tube 39	E385	Typical	289455	Feline	urinary	Cystocentesis.	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2013	2/9/13	CM2013-0663 E coli Box 9 Tube 40	CM2013-0663	E. coli Box 09 Tube 40	E386	Typical	289467	Canine	urinary	Cystocentesis.	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2013	9/9/13	CM2013-0683 E coli Box 9 Tube 41	CM2013-0683	E. coli Box 09 Tube 41	E387	Typical	289600	Canine	digestive	Faeces	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2013	11/9/13	CM2013-0694 E coli Box 9 Tube 42	CM2013-0694	E. coli Box 09 Tube 42	E388	Typical	215352	Canine	urinary	Cystocentesis.	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2013	11/9/13	CM2013-0695 E coli Box 9 Tube 43	CM2013-0695	E. coli Box 09 Tube 43	E389	Typical	26778	Feline	urinary	Cystocentesis.	R	S	S	.	S	R	R	R	.	.	.	.
Escherichia	2013	11/9/13	CM2013-0697 E coli Box 9 Tube 44	CM2013-0697	E. coli Box 09 Tube 44	E390	Typical	288831	Canine	urinary	Free catch urine	S	S	S	.	S	S	R	S	.	.	.	.
Escherichia	2013	16/9/13	CM2013-0705 E coli Box 9 Tube 45	CM2013-0705	E. coli Box 09 Tube 45	E391	Typical	275484	Canine	respiratory	"Ventilator filter - Purulent mucus

BAL"	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2013	16/9/13	CM2013-0707 E coli Box 9 Tube 46	CM2013-0707	E. coli Box 09 Tube 46	E392	Typical	48067	Canine	urinary	Cystocentesis.	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2013	24/9/13	CM2013-0723 E coli Box 9 Tube 48	CM2013-0723	E. coli Box 09 Tube 48	E393	Typical	202567	Canine	urinary	Free catch urine	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2013	28/9/13	CM2013-0728 E coli Box 9 Tube 49	CM2013-0728	E. coli Box 09 Tube 49	E394	Typical	289955	Feline	urinary	Cystocentesis.	S	S	S	.	S	S	R	S	.	.	.	.
Escherichia	2013	7/10/13	CM2013-0741 E coli Box 9 Tube 50	CM2013-0741	E. coli Box 09 Tube 50	E395	Typical	290076	Equine	reproductive	Umbilicus tissue	R	S	S	S	R	R	R	R	R	.	R	S
Escherichia	2013	13/10/13	CM2013-0761 E coli Box 9 Tube 51	CM2013-0761	E. coli Box 09 Tube 51	E396	Typical	287462	Equine	musculo-skeletal	RH fetlock joint fluid	S	.	.	S	S	S	S	S	S	.	S	S
Escherichia	2013	13/10/13	CM2013-0761 E coli Box 9 Tube 52	CM2013-0761	E. coli Box 09 Tube 52	E397	"Non Lactose Fermenter, contaminated"	287462	Equine	musculo-skeletal	RH fetlock joint fluid	S	.	.	S	S	S	S	S	S	.	S	.
Escherichia	2013	13/10/13	CM2013-0761 E coli Box 9 Tube 53	CM2013-0761	E. coli Box 09 Tube 53	E398	Typical	287462	Equine	musculo-skeletal	RH fetlock joint fluid	R	.	.	S	S	R	R	R	S	.	R	.
Escherichia	2013	21/10/13	CM2013-0788 E coli Box 9 Tube 56	CM2013-0788	E. coli Box 09 Tube 56	E399	Typical	249125	Feline	urinary	Free catch urine	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2013	28/10/13	CM2013-0811 E coli Box 9 Tube 60	CM2013-0811	E. coli Box 09 Tube 60	E400	Typical	290055	Feline	urinary	Cystocentesis.	R	S	R	.	S	R	S	R	.	.	.	.
Escherichia	2013	4/11/13	CM2013-0827 E coli Box 9 Tube 61	CM2013-0827	E. coli Box 09 Tube 61	E401	Typical	290510	Canine	urinary	Urine	S	S	S	.	S	S	R	S	.	.	.	.
Escherichia	2013	5/11/13	CM2013-0831 E coli Box 9 Tube 63	CM2013-0831	E. coli Box 09 Tube 63	E402	Non Lactose Fermenter	290515	Feline	urinary	Cystocentesis.	R	R	S	.	S	S	R	S	.	.	.	.
Escherichia	2013	6/11/13	CM2013-0836 E coli Box 9 Tube 64	CM2013-0836	E. coli Box 09 Tube 64	E403	Typical	290654	Equine	digestive	Messenteric abscess Charged to vote 00010571	S	.	.	S	S	S	S	S	S	.	S	.
Escherichia	2013	8/11/13	CM2013-0843 E coli Box 9 Tube 65	CM2013-0843	E. coli Box 09 Tube 65	E404	Typical	282157	Canine	musculo-skeletal	Nasal biopsy and pooled frontal sinus biopsy	R	R	S	.	S	R	R	R	.	.	.	.
Escherichia	2013	12/11/13	CM2013-0858 E coli Box 9 Tube 67	CM2013-0858	E. coli Box 09 Tube 67	E405	Typical	215631	Canine	reproductive	Uterine swab	R	S	R	.	R	R	R	S	S	.	.	.
Escherichia	2013	15/11/13	CM2013-0869 E coli Box 9 Tube 69	CM2013-0869	E. coli Box 09 Tube 69	E406	Typical	249125	Feline	urinary	Free catch urine	R	R	S	.	S	R	R	R	.	.	.	.
Escherichia	2013	18/11/13	CM2013-0880 E coli Box 9 Tube 70	CM2013-0880	E. coli Box 09 Tube 70	E407	Typical	290894	Canine	urinary	Cystocentesis.	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2013	20/11/13	CM2013-0889 E coli Box 9 Tube 71	CM2013-0889	E. coli Box 09 Tube 71	E408	Mucoid	212205	Canine	urinary	Cystocentesis.	R	R	S	.	S	R	R	R	.	.	.	.
Escherichia	2013	21/11/13	CM2013-0890 E coli Box 9 Tube 72	CM2013-0890	E. coli Box 09 Tube 72	E409	Typical	208585	Equine	reproductive	Uterine swab	R	R	S	S	S	R	R	R	R	.	R	S
Escherichia	2013	22/11/13	CM2013-0895 E coli Box 9 Tube 73	CM2013-0895	E. coli Box 09 Tube 73	E410	Typical	254988	Canine	urinary	Cystocentesis.	R	S	S	.	S	S	R	S	.	.	.	.
Escherichia	2013	26/11/13	CM2013-0904 E coli Box 9 Tube 74	CM2013-0904	E. coli Box 09 Tube 74	E411	Typical	276218	Canine	urinary	Cystocentesis.	R	R	S	.	S	S	S	S	.	.	.	.
Escherichia	2013	26/11/13	CM2013-0906 E coli Box 9 Tube 75	CM2013-0906	E. coli Box 09 Tube 75	E412	Typical	276218	Canine	systemic or large cavities	"Abdominal fluid, Uterine wall and contents swab and left renal pelvis aspirate"	R	R	S	.	S	S	S	S	.	.	.	.
Escherichia	2013	26/11/13	CM2013-0906 E coli Box 9 Tube 76	CM2013-0906	E. coli Box 09 Tube 76	E413	Typical	276218	Canine	systemic or large cavities	"Abdominal fluid, Uterine wall and contents swab and left renal pelvis aspirate"	.	.	.	.	.	.	.	.	.	.	.	.
Escherichia	2013	28/11/13	CM2013-0912 E coli Box 9 Tube 77	CM2013-0912	E. coli Box 09 Tube 77	E414	Typical	242203	Canine	digestive	Faeces	S	S	S	.	S	S	R	S	.	.	.	.
Escherichia	2013	12/12/13	CM2013-0944 E coli Box 9 Tube 79	CM2013-0944	E. coli Box 09 Tube 79	E415	Typical	286174	Canine	urinary	Cystocentesis.	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2013	20/12/13	CM2013-0951 E coli Box 9 Tube 80	CM2013-0951	E. coli Box 09 Tube 80	E416	Typical	290510	Canine	urinary	Cystocentesis	S	S	S	.	S	S	R	S	.	.	.	.
Escherichia	2013	20/12/13	CM2013-0952 E coli Box 9 Tube 81	CM2013-0952	E. coli Box 09 Tube 81	E417	Typical	65049	Canine	urinary	Cystocentesis.	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2014	6/1/14	CM2014-0001 E coli Box 10 Tube 1	CM2014-0001	E. coli Box 10 Tube 1	E418	Typical	272742	Feline	urinary	Urine	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2014	7/1/14	CM2014-0007 E coli Box 10 Tube 2	CM2014-0007	E. coli Box 10 Tube 2	E419	Typical	291816	Equine	skin and subcutis	Swab	S	.	.	S	S	S	S	S	S	.	S	S
Escherichia	2014	7/1/14	CM2014-0011 E coli Box 10 Tube 3	CM2014-0011	E. coli Box 10 Tube 3	E420	Typical	291756	Canine	urinary	Cystocentesis.	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2014	8/1/14	CM2014-0019 E coli Box 10 Tube 4	CM2014-0019	E. coli Box 10 Tube 4	E421	Typical	256813	Canine	urinary	Cystocentesis.	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2014	16/1/14	CM2014-0044 E coli Box 10 Tube 5	CM2014-0044	E. coli Box 10 Tube 5	E422	Typical	292119	Canine	respiratory	Swab from ET tube.	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2014	16/1/14	CM2014-0046 E coli Box 10 Tube 6	CM2014-0046	E. coli Box 10 Tube 6	E423	NOT FOUND	292156	Canine	urinary	Cystocentesis.	.	.	.	.	.	.	.	.	.	.	.	.
Escherichia	2014	16/1/14	CM2014-0048 E coli Box 10 Tube 6	CM2014-0048	E. coli Box 10 Tube 6	E424	Typical	292156	Canine	urinary	Prostate aspirate	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2014	29/1/14	CM2014-0067 E coli Box 10 Tube 11	CM2014-0067	E. coli Box 10 Tube 11	E425	Typical	292283	Equine	skin and subcutis	Incisional discharge	R	.	.	S	R	R	R	R	R	.	R	S
Escherichia	2014	7/2/14	CM2014-0099 E coli Box 10 Tube 12	CM2014-0099	E. coli Box 10 Tube 12	E426	Typical	292598	Canine	urinary	Catheter urine	S	S	S	.	S	S	R	S	.	.	.	.
Escherichia	2014	11/2/14	CM2014-0109 E coli Box 10 Tube 13	CM2014-0109	E. coli Box 10 Tube 13	E427	Typical	207961	Canine	urinary	Catheter urine.	S	S	S	.	S	S	S	S	.	.	.	.
Escherichia	2014	8/4/14	CM2014-0213 E coli Box 10 Tube 14	CM2014-0213	E. coli Box 10 Tube 14	E428	Typical	293872	Canine	systemic or large cavities	"Peritoneal fluid

Intestine and organs"	S	S	S	.	S	S	S	S	.	.	.	.
